title,text
General election 2019: Don't give up on stopping Brexit - Tusk,"And that he feels free to challenge the sense developing among the rest of the EU, that it would be better if the UK left as soon as possible."
,
Brexit: Guy Verhofstadt hits out at UK for going on holiday,"In a powerful speech in Strasbourg, Guy Verhofstadt noted, damningly, that the first thing British politicians did after they were granted the delay last week “was go on holiday”.

He told MEPs the extension to Article 50 until October 31 was “too near for a substantial rethink of Brexit and at the same time too far away to prompt any action”.

“My fear is that with this decision, the pressure to come to a cross-party agreement disappears,” the Brexit co-ordinator for the European Parliament said, referring to the talks between Labour and the Conservatives to try to find a Brexit compromise.

“And that both parties, the Conservatives and Labour, will again [do] what they did for months – run down the clock.

“And the proof of this is that the first decision the House of Commons took after your decision was to go on holidays.”

READ MORE: Farage and Corbyn trade blows as former Ukip leader predicts Brexit Party success

Verhofstadt argued that too much of the EU’s energy was focussed on the UK’s decision to leave the bloc at a time when more focus should be paid on “EU renewal”.

Earlier yesterday morning, European Council President Donald Tusk – who agreed to the six-month Brexit extension along with the leaders of the 27 remaining EU nations – said he still hoped Brexit could be reversed.

He told MEPs the UK would continue to be represented in the European Parliament for “several months – maybe longer” if, as is likely, it takes part in the May 23 elections.

The Prime Minister secured the extension to the Article 50 process at a summit last week in order to prevent a no-deal departure from the EU, though she still hopes the UK can leave earlier than the Halloween deadline if she can get MPs to back her withdrawal agreement.

Cross-party talks with Labour aimed at securing a Commons majority for a deal are continuing but Corbyn said “there’s no agreement yet” and “the Government doesn’t appear to be shifting the red lines”.

Tusk said he disagreed with one of the bloc’s leaders who had said the EU should abandon hope of the UK reversing its decision to leave.

“During the European Council one of the leaders warned us not to be dreamers, and that we shouldn’t think that Brexit could be reversed,” he said.

“I would like to say: at this rather difficult moment in our history, we need dreamers and dreams.

“We cannot give in to fatalism. At least I will not stop dreaming about a better and united Europe.”

Earlier in his speech he said he hoped the extension agreed last week would give the UK “more time and political space” to find a way out of the current situation and that EU leaders would be “awaiting a clear message from the UK on a way forward”.

He added: “If the withdrawal agreement were to be ratified, the extension period will automatically end on the first day of the following month, meaning that the UK would leave the Union on that day.

“It is clear to everyone that there will be no re-opening of the withdrawal agreement. However, to facilitate the ratification process, the EU27 is ready to reconsider the Political Declaration on the future relationship, if the UK position were to evolve.”

He went on to say a long extension ensured all options remain on the table, such as ratification of the current deal, time to rethink Brexit, as well as more time to the EU to focus on other priorities such as trade with the US and the election of new EU leaders.

He added the extra time delayed the possibility of a no-deal, giving people and businesses “some certainty in these unstable times”.

European Commission President Jean-Claude Juncker said the EU has “nothing to gain” from the disruption a no-deal Brexit would bring to the UK. He said: “We have adopted the necessary contingency measures and we are ready for a no-deal Brexit.

“But our union has nothing to gain from great disruption in the United Kingdom. The only ones who would benefit are those who resent multi-lateralism and seek to undermine the global legal order.”"
No-deal Brexit: Minister James Cleverly refuses to publish full details as public would ‘misunderstand’,"Ministers are refusing to publish the full dossier produced by Whitehall in the event of a no-deal Brexit due to fears it would lead to “misunderstandings” among the public.

Planning documents into the Government’s preparations for leaving the European Union without a deal was leaked to the media over the weekend, warning of shortages in fuel, food and medicines.

But Downing Street has dismissed calls from Labour leader Jeremy Corbyn to publish the report, with Conservative Party Chairman James Cleverly suggesting people would misconstrue the purpose of the document.

Mr Cleverly also claimed the document, codenamed Operation Yellowhammer, was “out of date” despite his tacit admission that it was produced just three weeks ago.

‘Not predictions’

Asked why the report should not be made public, he told BBC Breakfast: “Because it’s an internal document for the government. It’s not a series of predictions.

“And the fact that we’re having this conversation shows that people misunderstand the nature of that document.”

“I think, as he does with many other things, Jeremy Corbyn has misunderstood what this is.”

The Yellowhammer report has sparked significant concern among the business community leading to the National Freight Association to accuse the government of hiding the worst-case scenario from the sector.

David Wells, the FTAs chief executive, said the details that emerged from the documents came as a “complete shock” as he urged ministers to come clean on what a no-deal Brexit would entail.

Worst case scenario

But Mr Cleverly sought to play down the dossier, insisting it was an old document that was based on “worst-case scenarios which the government takes action to avoid and mitigate”.

Speaking to Radio 4’s Today programme, he twice refused to deny the report was produced on 1 August, making it just three weeks old.

“The document is an internal government document,” he said. “The reason it is out of date is because the government has enhanced its no deal planning.”

Operation Yellowhammer

Read More Britain to cut almost all diplomatic contact with EU in coming days to focus on Brexit

The dossier, leaked to The Sunday Times, suggested there would be delays at ports for three months, a hard border in Ireland, rising costs of food, fuel and social care due to restricted supplies and higher inflation, as well as the closure of two oil refineries and delays at Gibraltar’s border with Spain.

It also warned that the effects of a no-deal Brexit would disproportionately hit poorer communities because more of their money goes on food and fuel.

Price rises are expected in supermarkets if the UK leaves without an EU agreement, particularly fresh fruit and vegetables, mcu of which is imported from the continent and is likely to be hit by delays and shortages."
The Tories lied their way to Brexit. What is this but sleaze?,"There is a close link between the parliamentary sleaze scandal and – you’ve guessed it – Brexit.

The plotters who tried scandalously to exonerate Owen Paterson and undermine the course of parliamentary justice were all Brexiters – some of them extremely so. From Paterson himself to the prime minister, who attended the dinner where the plot was hatched, taking in the leader of the house, Jacob Rees-Mogg, who enthusiastically supported it, they all share responsibility for what is now being increasingly recognised as the catastrophe of Brexit. For, make no mistake about it, Brexit was, and remains, a sleazy operation.

What is the common factor behind the problems we read about daily, from the crisis in Northern Ireland to the supply chain issues that bedevil normal life in Britain? It is that, thanks to Brexit, we have left the single market.

However, I refer to Great Britain, which does not include Northern Ireland. When we move to the United Kingdom, which comprises Great Britain and Northern Ireland, we find that under the “protocol” negotiated by Johnson and his lickspittle Lord Frost, Northern Ireland remained inside the single market. This was always going to cause friction, and we may now be heading for the climax.

But a central feature of the Brexiters’ sleaze operation in the run-up to the 2016 referendum was that we would not leave the single market. In his new book It’s The Leader, Stupid, Andrew Adonis reminds us in a perceptive essay on what he calls Nigel Farage’s “reverse takeover” of the Conservative party that “the Vote Leave: Take Control website explicitly argued that Britain [my italics] would stay in the single market via membership of the European Economic Area, yet leaving the single market became a red line subsequently”.

Recently I have abandoned all caution and raised Brexit with many people I have bumped into, just to get their reaction – of which a typical Brexiter’s one is: 'They didn’t tell us it was going to be like this.'

As we Remainers (and Rejoiners) have discovered to our, and the nation’s, cost, the huge benefits of membership of the single market were simply taken for granted until they began to disappear.

The Leave-Remain controversy has for a time had echoes of the Dreyfus affair in early 20th century France – a divisive issue, best not raised in polite company. But recently I have abandoned all caution and raised it with many people I have bumped into, just to get their reaction – of which a typical Brexiter’s one is: “They didn’t tell us it was going to be like this.”

Which brings us to that sleaziest of misrepresentations, which struck the loudest chord during the Leave campaign: £350m a week for the NHS. As they used to say – and no doubt still do – in school exams: “Compare and contrast.” In this case, compare and contrast that £350m a week with Office for Budget Responsibility (OBR)’s estimate that the blow to the UK’s long-run productivity from Brexit has been mounting towards 4% of gross domestic product annually.

As my fellow commentator Martin Wolf of the Financial Times pointed out last week, that is £80bn a year. Moreover, the OBR’s estimate is regarded as conservative by some thinktanks, which put the annual loss nearer to 6%, or well over £100bn. By contrast, the “benefits” to the NHS of £350m a week would have amounted to £18bn a year – and they were always mythical anyway.

Now, in common with many, I have been disappointed, to put it mildly, with the Labour party’s poor performance over Brexit. Sir Keir Starmer has been in his element attacking parliamentary sleaze, but this slogan “Make Brexit Work” is surely doomed – unless it is some “cunning plan”, as popularised in the Blackadder television series. Maybe the plan is to capitalise when it becomes obvious to all that Brexit isn’t working and, furthermore, cannot work.

Our future, both economically and politically, lies in Europe, and what we are being subjected to at present is a dangerous historical aberration. Luckily, there is a body called European Movement UK, which is doing its best to rebuild relations with continental Europe step by step: its projects range from alleviating the problems in road haulage and farming to trying to restore visa-free travel for musicians.

Meanwhile, the damage mounts, one of the principal reasons being a collapse of some 15% in our exports to and imports from our principal market. Our prime minister fancies himself as a classical scholar. I wonder if he recalls Aristotle’s observation that “one of the most important subjects about which all men deliberate” is “imports and exports”?

He should certainly be aware of Aristotle’s insights into the “fatal flaw” in leaders’ characters: hubris, or arrogance. Johnson has been displaying this in spades."
Brexit Party MEPs accidentally turn to face Mecca during national anthem,"Brexit Party MEPs have apologised to their racists after accidentally turning to face Mecca as the European Parliament returned.

“It was an honest mistake and it won’t happen again.” Part time alcoholic and full time chain smoker Nigel Farage told The Rochdale Herald.

“We had no idea which we way we were supposed to be pointing if I’m honest. We all commented that the room looked a bit smaller than last year and the seats were less comfortable.”

“Turns out we were just all pointing the wrong way. It’s just unfortunate that we were pointing at Mecca. It was nothing Muslamic or anything. It was just a coincidence.”

Photographers who captured the event have been praised for capturing Ann Widdicombe’s best side, which, as it turns out, is from behind, from quite far away."
Watchdog reveals £435k Brexit donation to DUP wasn't reported,"A £435,000 donation to the DUP from a pro-Brexit group was not reported to the Electoral Commission, it has been confirmed.

The BBC has reported that Scottish unionist funding organisation Constitutional Research Council (CRC) has been fined £6,000 for failing to report the donation.

It was a record fine by the Electoral Commission.

However the commission accepted that the donation and its donors were permissible.

CRC is chaired by Scottish Conservative Richard Cook, but the identities of those who made donations to the party remain unknown.

Following an investigation, the Electoral Commission ruled that there was ""no reasonable excuse"" for failing to report it, along with other political contributions and gifts received.

The DUP received the donation during the Brexit referendum campaign and spent £282,000 of the money on an advert in the Metro newspaper.

A BBC NI Spotlight programme asked questions about whether the DUP incurred joint spending with other EU referendum campaigners but did not declare it under a common plan.

Under Electoral Commission rules, groups are not allowed to work together in order to get around funding limits.

The DUP has denied wrongdoing and insisted it acted within electoral law. It said yesterday that it had nothing to add to previous comments on the matter.

Following the airing of the documentary in June, the Electoral Commission requested further evidence from BBC NI but were told there was no other significant information other than what was in the programme.

In August, the Electoral Commission announced that there were ""no grounds"" for an investigation into the issue.

Details of the fine were contained in new correspondence from the Electoral Commission released by the Good Law Project, the BBC reported.

The group had been seeking a judicial review over the commission's refusal not to probe the allegations made on Spotlight."
I work at a Wetherspoons in grim conditions – and Tim Martin’s clueless Brexit bleating is driving me mad,"Sign up to our free Brexit and beyond email for the latest headlines on what Brexit is meaning for the UK Sign up to our Brexit email for the latest insight Please enter a valid email address Please enter a valid email address SIGN UP I would like to be emailed about offers, events and updates from The Independent. Read our privacy notice Thanks for signing up to the

Brexit and beyond email {{ #verifyErrors }} {{ message }} {{ /verifyErrors }} {{ ^verifyErrors }} Something went wrong. Please try again later {{ /verifyErrors }}

Brexit, according to the latest edition of Wetherspoon News, is a route to “democracy and free trade”, to “equal freedom and prosperity”.

Following an appraisal of the implications of a no-deal Brexit, JD Wetherspoon founder Tim Martin has informed attentive Fosters drinkers across the country that Britain crashing out of the EU would be no greater trouble than his company’s triumphant substitution of German Jägermeister with English Strika. Any other spin, he claims, is “just another pro-EU shaggy dog story” desperately cobbled together by a “metropolitan elite”. You’re even invited to his once-in-a-lifetime countrywide Brexit tour were any of your doubts to persist.

Cards on the table. I’m a left-wing, London-based Remainer. I’m presumably a self-elected member of this “metropolitan elite” in Martin’s eyes. But that is rather hard to square with the poverty wages he pays me to work the bar at one of his central London pubs.

Like a lot of hospitality jobs, work at Wetherspoons is, in my opinion, underpaid and undervalued. It’s an intense and stressful job – preparing drinks and food and unclogging toilets for hours on end. Our breaks are short and unpaid. Zero-hour contracts are open to abuse by managers who have no obligation to give us enough work to survive on. Being sick means either working through the flu or losing a day’s pay and, once a set number of “trigger” days is hit, perhaps your job too.

We work unsocial hours, rarely seeing friends, but are continuously confronted with drunk, abusive and sometimes violent customers who’ll mindlessly dehumanise you into a mechanical pint pourer. You might say this is just the price you pay for working in a pub, and I am grateful to have a job of any sort, but it is also, I think, a depressing vision of how crude, mercantile Brexiteers like Martin see the world.

McDonald's, Wetherspoons and TGIs workers strike over pay Show all 24 1 / 24 McDonald's, Wetherspoons and TGIs workers strike over pay McDonald's, Wetherspoons and TGIs workers strike over pay JD Wetherspoon, McDonald's and TGI Fridays stage walkouts in a pay dispute Angela Christofilou McDonald's, Wetherspoons and TGIs workers strike over pay Strikers want to highlight the issue of “poverty pay” and insecure working in the UK hospitality industry. Angela Christofilou McDonald's, Wetherspoons and TGIs workers strike over pay The hospitality sector employs around 4.5 million people – ten per cent of the UK’s working population. But its workers have not traditionally organised to demand better pay and conditions, making the current strike significant, despite its small scale Angela Christofilou McDonald's, Wetherspoons and TGIs workers strike over pay A growing movement of low-paid workers, particularly in the fast-food industry, has come together over recent years, catalysed by the Fight for $15 campaign in the US Angela Christofilou McDonald's, Wetherspoons and TGIs workers strike over pay A McDonald’s spokesperson said the company was “disappointed” to hear about planned UK strikes and said the numbers of people involved represented an “extremely small proportion” of its 120,000 workforce. Angela Christofilou McDonald's, Wetherspoons and TGIs workers strike over pay “This is against a backdrop of more people choosing to join our business, with more than 1,000 new managers recruited in the past year.” Angela Christofilou McDonald's, Wetherspoons and TGIs workers strike over pay Shadow chancellor John McDonnell backed the action and reiterated Labour's plan to give all workers a living wage of £10 an hour. ""I am giving my support to the striking workers in Wetherspoons, TGI Fridays and McDonald's today,"" he said. ""These are workers that have been ignored by their employers and are simply asking for a wage they can live on and the same basic rights at work we should all be entitled to."" Angela Christofilou McDonald's, Wetherspoons and TGIs workers strike over pay Wetherspoon spokesperson Eddie Gershon said rates of pay at the pub chain were increasing as they are in the economy generally. “We are also moving to the same rate for 18-21s as we already have for over 21s from 5 November 2018,” he said. “In addition, we are putting up the rate of pay. In the last financial year we paid record monthly bonuses and free shares of £43 million, equivalent to about 50 per cent of our net profits.” Angela Christofilou McDonald's, Wetherspoons and TGIs workers strike over pay Angela Christofilou McDonald's, Wetherspoons and TGIs workers strike over pay Angela Christofilou McDonald's, Wetherspoons and TGIs workers strike over pay Angela Christofilou McDonald's, Wetherspoons and TGIs workers strike over pay Angela Christofilou McDonald's, Wetherspoons and TGIs workers strike over pay Angela Christofilou McDonald's, Wetherspoons and TGIs workers strike over pay Angela Christofilou McDonald's, Wetherspoons and TGIs workers strike over pay Angela Christofilou McDonald's, Wetherspoons and TGIs workers strike over pay Angela Christofilou McDonald's, Wetherspoons and TGIs workers strike over pay Angela Christofilou McDonald's, Wetherspoons and TGIs workers strike over pay Angela Christofilou McDonald's, Wetherspoons and TGIs workers strike over pay Angela Christofilou McDonald's, Wetherspoons and TGIs workers strike over pay Angela Christofilou McDonald's, Wetherspoons and TGIs workers strike over pay Angela Christofilou McDonald's, Wetherspoons and TGIs workers strike over pay Angela Christofilou McDonald's, Wetherspoons and TGIs workers strike over pay Angela Christofilou McDonald's, Wetherspoons and TGIs workers strike over pay Angela Christofilou

In October, two Wetherspoon outlets in Brighton joined a series of hospitality strikes in demand of union recognition and a £10 hourly wage. It’s a fight that needs expanding across the country. But the choice most employees see is to put up with the conditions or leave; and with staff turnover so absurdly high, most seem to go for the latter.

It appears Wetherspoons has been doing rather well out of our working conditions. Last year the company pulled in £89m in pre-tax profits; and Martin himself has accrued a tidy estimated net wealth of almost £500m. As a full-time bar associate in central London I might put through £4,000 in weekly sales – and receive less than a tenth of that in my wages. The irony is that if Brexit leads to rising staff costs, as it well might, then the Martin model looks fragile. Today he revealed he expects profits to fall despite rising sales.

While I work long hours for meagre rewards, I believe Tim Martin is exploiting his position at the head of a huge high-profile company to advocate for a Brexit which threatens to make working conditions worse, never mind the evidence that the Brexit debate has already led to a surge in racist and queerphobic hate crimes.

The financial crisis and a Conservative government have combined to slash away at our public services. I fear that the kind of no-deal Brexit my boss advocates promises to accelerate austerity to rates we might have previously deluded ourselves were unthinkable.

There is a conspicuous absence from Martin’s propaganda of the implications for the migrant workers who keep his company running. With Tories celebrating the end of free movement, and Labour failing to stand up for it, it’s essentially guaranteed that any Brexit will lead to the greatest expansion of border controls in generations.

A large proportion of Wetherspoons’ 30,000+ staff are EU nationals and yet Martin himself appears to be utterly incoherent on the issue of migrant workers’ rights. In one breath, he salutes EU citizens’ contributions to the UK’s social, cultural and economic life, and in the next he pontificates in favour of an Australia-style “points system” that prioritises the kind of “skilled” and “professional” work that, if enacted, would attack the right of his own employees to even work here.

Britain Before Brexit: Greater London Show all 16 1 / 16 Britain Before Brexit: Greater London Britain Before Brexit: Greater London West Croydon A police van’s speed and siren bring people to shop windows, keen to watch the drama of the public space, curious to know if a crime has been committed and lining up like townsfolk in a western movie Richard Morgan/The Independent Britain Before Brexit: Greater London Trafalgar Square Morning light illuminates a typical scene outside the National Gallery. Everyone interacts with a phone, held in hands and gazed at, or held in the hands of others and posed for. The figure in the background is on another level, an exception, an anomaly Richard Morgan/The Independent Britain Before Brexit: Greater London East Croydon A dispute about shoplifting outside a store’s entrance, conducted in French, revolving around a gold watch Richard Morgan/The Independent Britain Before Brexit: Greater London Bank The Chinese flag hangs over the centre of British finance, its red blush bringing luck to the morning. St Paul’s Cathedral occupies the blue distance Richard Morgan/The Independent Britain Before Brexit: Greater London Bond Street Three pairs of legs and feet in different states, playing different roles in the heart of British commerce: one clothed, striding purposefully; another of white plastic, made to model and convince; the last barefoot, not standing Richard Morgan/The Independent Britain Before Brexit: Greater London Upton Park Plastic bags dress naked trees, only partially, flaying in the wind, torn and damp, leaving most of the branches exposed, like black cracks spreading across thin ice, across the tower block of civilisation Richard Morgan/The Independent Britain Before Brexit: Greater London Westminster A pro-Brexit protester walks past the Houses of Parliament and the anti-Brexit protesters camped opposite. Both have appropriated the Union Jack, claim to be acting in the national interest and to be patriotic. Caught in between are child and mother, who photographs the ‘home of democracy’, or herself Richard Morgan/The Independent Britain Before Brexit: Greater London Islington A new tube map is put up outside the station, hands reaching high, stretching upwards, as if in worship of the security camera, in awe of surveillance itself, one of London’s most valued currencies Richard Morgan/The Independent Britain Before Brexit: Greater London Tooting Broadway A huge bingo hall hidden away from the high street, populated sparsely by a few players. There’s so much concentration and focus. I can’t decide if they’re there to play, to win, to hide, to escape, or to kill time Richard Morgan/The Independent Britain Before Brexit: Greater London The Mall Horses are tourist attractions in certain parts of London, especially when they’re dressed in military regal attire and carrying a soldier or a guard. Tourists pose alongside them for selfies and generic holiday snaps, which when taken daily in their millions, re-enforce a global image of London as a hub of ceremonial pomp and ritual Richard Morgan/The Independent Britain Before Brexit: Greater London Tooting Bec An anonymous critique of an advert’s imagery, wheeling out the age-old distinction between lust and love, sex and companionship, surface and interior, shallowness and depth, superficial and real Richard Morgan/The Independent Britain Before Brexit: Greater London Wandsworth A declaration of the existence of community is damaged and broken. A sign portraying strength and solidarity looks weak and sad and lonely when it begins to crumble and fall apart Richard Morgan/The Independent Britain Before Brexit: Greater London Buckingham Palace I watch a lineup of paparazzi photographers outside the palace. They wait to pounce upon blacked out windows concealing guests to the Queen’s Christmas lunch. They appear bored and unenthusiastic, as if photography were for them but a chore that flashes light on celebrity faces Richard Morgan/The Independent Britain Before Brexit: Greater London St Paul’s The city is reflected by its values: a relentless list of imperative commands to become something else, some better version, upgraded; a message that says we need to acquire to improve; a hard-hitting reminder of your inadequacy and incompleteness Richard Morgan/The Independent Britain Before Brexit: Greater London Colliers Wood A laundrette on the peripheries, zone 3, where a man sits below another London – Piccadilly Circus – with its giddy movements and interactions, its colours and vibrancy, where life is shaken up and spun, as if in one of the washing machines below, rotating and loud, everything inside blurred Richard Morgan/The Independent Britain Before Brexit: Greater London Uxbridge A building site concealed with an image of what will be. A common way to cover up the messy process of (de)construction. The housing development claims to be affecting time and space, moving people into new places and better futures, fundamentally altering their existence Richard Morgan/The Independent

It is nothing short of perverse that it’s the organisation’s bar associates – the lowest-paid and most migrant-heavy layer of the workforce – who are responsible for distributing Martin’s politics in pubs up and down the country. Through content in the magazine, on leaflets and even on beer mats, we are essentially instructed to propagandise for a policy that promises to make our livelihoods more precarious.

Brexit has always been driven by the central xenophobic lie that blames the decline of living standards on foreign workers. Yet when you contrast the extreme wealth of Wetherspoon’s shareholders with what I see as poverty wages granted to all its employees, it’s all too clear in my mind that it’s not migrants who drive down wages, it’s exploitative bosses.

I’m opposed to Brexit because I’ve no time for racist lies or those willing to triangulate around them. Low-paid hourly workers depend on our public services more than anyone else in society, but ending freedom of movement will not bring one single child out of poverty.

That’s to say nothing of the millions of EU nationals – including thousands of my fellow workers – who face uncertainty, at best, and deportation at worst. And there’s the theft of the rights we all face, to live and study and love and work in a world far greater than the tiny patch of land into which we were born.

I want a society that’s run in the interests of the people who keep it running – and that’s as true for Wetherspoons as for the country at large. We need all employers to be mandated to pay a real living wage, we need workplace democracy, and we need a tax system which targets those who can best afford it – like Tim Martin – to fund health, education and childcare. It is utterly maddening that my boss uses his workers to spread a parade of facile soundbites that go against all of this to a captive audience of Wetherspoons drinkers.

The author has written this article under a pseudonym"
"Brexit: £17bn already ripped out of UK public purse due to decision to quit EU, research shows","Sign up to our free Brexit and beyond email for the latest headlines on what Brexit is meaning for the UK Sign up to our Brexit email for the latest insight Please enter a valid email address Please enter a valid email address SIGN UP I would like to be emailed about offers, events and updates from The Independent. Read our privacy notice Thanks for signing up to the

Brexit and beyond email {{ #verifyErrors }} {{ message }} {{ /verifyErrors }} {{ ^verifyErrors }} Something went wrong. Please try again later {{ /verifyErrors }}

Brexit is already costing the UK’s public finances £17bn a year, according to a detailed study released ahead of critical votes in parliament this week.

The amount would be sufficient to pay 10,000 more police to patrol the streets and train nurses to fill every vacancy in England, and still leave enough to cover the UK’s current contribution to the EU’s budget.

The research from the Centre for European Reform estimates the UK economy is 2.3 per cent smaller than it would have been had Britain voted to remain in the EU back in 2016.

The think tank calculated that the reduced GDP would limit the Treasury’s spending power by £17bn a year, or £320m per week – around the amount promised for the NHS by the Leave campaign on the side of its touring bus.

On Tuesday MPs will attempt to break the Brexit deadlock in a series of votes that could hand parliament more power to control the next phase of Brexit, though the signs are that the impasse and uncertainty may go on for weeks.

But the CER’s research indicates that whatever route is chosen, Brexit has already taken a heavy toll on the British economy.

Deputy director John Springford said: “Britain’s decision to leave the EU damaged growth, largely thanks to higher inflation and lower business investment.

“The UK missed out on a broad-based upturn in growth among advanced economies in 2017 and early 2018. And the economic cost of the decision so far is sizeable, if not disastrous.”

(CER (CER)

The CER’s most up-to-date analysis, passed to The Independent, used a computer programme to create a “doppleganger” UK economy which it then tracked from 2009 until today.

The doppleganger closely matched the real UK economy until the referendum in 2016, when the two countries’ economic performance diverged – with the real UK’s GDP 2.3 per cent lower by the third quarter of 2018.

The analysis found that 1 per cent of lost GDP resulted in £7.6bn of extra borrowing. Given that there is no discernible “Brexit dividend” yet, it means that for the real UK’s 2.3 per cent loss in GDP, there is a hit to the public finances of £17bn a year.

Critically, it also implies that the UK’s fiscal deficit would have largely been eliminated in the 2018-19 financial year if Britain had voted to remain in the EU.

Mr Springford said: “The CER will continue to update our model as new quarterly GDP data comes in – and as a result, we will have a decent basis to test the claims made by Leave and Remain. So far, ‘Project Fear’ continues to be closer to the truth.”

Data released by the Office for National Statistics earlier this week pointed to a need for more resourcing for public services, as it showed violent crime recorded in England and Wales has risen by 19 per cent in a year, amid plummeting police numbers.

Police separate clashing Brexit protesters outside Parliament Show all 11 1 / 11 Police separate clashing Brexit protesters outside Parliament Police separate clashing Brexit protesters outside Parliament Anti-Brexit protester Steve Bray (left) and a pro-Brexit protester argue as they demonstrate outside the Houses of Parliament Getty Images Police separate clashing Brexit protesters outside Parliament A pro-Brexit protester argues Getty Images Police separate clashing Brexit protesters outside Parliament Police surround the pro-Brexit protester after he confronted Steve Bray, a pro-European protester Getty Images Police separate clashing Brexit protesters outside Parliament A leave supporter is spoken to by a police officer as he argues with a remain supporter, Steve Bray, outside Parliament PA Police separate clashing Brexit protesters outside Parliament MPs in Parliament are to vote on Theresa May's Brexit deal next week after her December vote was called off in the face of a major defeat Getty Images Police separate clashing Brexit protesters outside Parliament A leave supporter is spoken to by a police officer PA Police separate clashing Brexit protesters outside Parliament Police look on as anti-Brexit protesters demonstrate outside the Houses of Parliament. Getty Images Police separate clashing Brexit protesters outside Parliament Police hold back a leave supporter PA Police separate clashing Brexit protesters outside Parliament A police officer speaks with anti-Brexit protester Steve Bray Getty Images Police separate clashing Brexit protesters outside Parliament Police surround a pro-Brexit protester after he confronted a pro-European protester Getty Images Police separate clashing Brexit protesters outside Parliament Conservative MP David Davies, wearing a gopro camera, speaks to anti-Brexit protester Steve Bray Getty Images

An average salary for a new police constable is just under £31,000, add some £12,000 for recruitment and training, and the cost of 10,000 new officers reaches £430m.

With the cost of training one nurse at around £70,000 and a starting salary of some £25,000, it would cost £3.8bn to fill all 40,000 vacancies in England.

Yet even after taking on the substantial costs of restaffing police forces and hospitals, the CER research indicates that had the UK voted Remain there would still be several billion pounds left for the chancellor to play with this year – even after paying off the UK’s £8.9bn net annual contribution to the EU.

The CER’s data could have deep implications for how MPs vote in a series of critical divisions on Tuesday, when parliament will take decisions on several different proposals for what to do next.

Some plans being put forward by MPs would extend the Article 50 negotiating period, others would give more power to parliament to direct the government’s next steps, with the prospect of a second referendum further down the line.

In the meantime Theresa May is planning to return to the European Union in an attempt to secure new concessions on the withdrawal agreement she negotiated with Brussels, to make the deal more palatable to her Conservative MPs."
"Brexit has Made Britain a More Expensive and Poorer Country, Say Voters","Get 25% off for 1 year

SEVEN-IN-TEN VOTERS SAY UK IS NOW POORER AND MORE EXPENSIVE DUE TO BREXIT

EVEN LEAVE VOTERS ADMIT UK IS NOW SIGNIFICANTLY WORSE OFF

VOTERS BELIEVE THE NHS AND IMMIGRATION ARE ALSO IN A WORSE STATE DUE TO BREXIT

An overwhelming majority of voters now say Brexit has made the UK a more expensive and poor country, according to exclusive polling commissioned by the Byline Supplement.

Brexit campaigners had promised that leaving the EU would reduce living costs and boost the economy.

Senior Conservative politicians, including Prime Minister Rishi Sunak, also lined up this week to claim that the UK had seen “significant benefits” from leaving the EU.

However, a new poll conducted to mark the three-year anniversary of Brexit, by pollsters Omnisis, found that a large majority of voters no longer believe them.

Asked how Brexit has affected the UK economy, 73% now say it has made it worse, compared to just 4% who say it has made it better.

A further 78% of voters say that Brexit has made the cost-of-living in the UK worse, compared to just 2% who say the opposite.

Former Prime Minister Boris Johnson had promised that Brexit would allow the UK to become a “high-wage” economy.

However, our poll found that just 4% of voters now believe pay has improved in the UK due to leaving the EU.

Voters also believe that Brexit has made other parts of life in the UK worse according to our poll.

63% say the NHS is now in a worse state due to leaving the EU, with a plurality of voters also saying workers’ rights are being hit.

Even the management of immigration, which was a central issue in the Brexit campaign, is now seen as being in a worse state due to leaving the EU. 56% of voters say immigration is now worse due to Brexit, with just 7% saying the opposite.

Separate polling conducted by Omnisis this week found that just 16% of all voters now believe they were told the truth by the Leave campaign.

Even Leave Voters Have Bregrets

Even those who voted to Leave the EU now concede that it has made things worse.

According to our poll, 58% of Leave voters say the UK economy is worse due to Brexit, compared to just 7% who believe the opposite.

A further 62% of Leave voters say that living costs are now worse due to leaving the EU.

Other findings suggests that there is now growing dissatisfaction with Brexit, right across the political divide."
